category,admin_unit,name,year,variable,variable_full,value,unit,unit_short,source,url,flag
demography,country,Serbia,2030,pop_proj_ctry_perc,Population projection – country (% of population in 2015),-3.95,percent,%,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
demography,country,Serbia,2040,pop_proj_ctry_perc,Population projection – country (% of population in 2015),-3.74,percent,%,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
demography,city,Belgrade,2016,15–64_perc,Population aged 15–64 (% of Population),66.91,percent,%,Municipalities and regions in the Republic of Serbia 2017,http://pod2.stat.gov.rs/ObjavljenePublikacije/G2017/pdfE/G20172023.pdf,
demography,city,Berlin,2016,15–64_perc,Population aged 15–64 (% of Population),67.35,percent,%,Berlin Statistisches Jahrbuch 2017,https://www.statistik-berlin-brandenburg.de/produkte/Jahrbuch/jb2017/JB_2017_BE.pdf,
demography,city,Bratislava,2016,15–64_perc,Population aged 15–64 (% of Population),67.95,percent,%,Regional Statistical Yearbook of Slovakia 2017,https://slovak.statistics.sk/wps/portal/!ut/p/z1/rVHLbsIwEPyWHjgabxIb20dTqiQUofJIIb5UjnEghTygKZS_b1L10IdAqtQ97a5mRzM7WOElVoU-ZmtdZ2Whd80cq97ThIW833ckAKMDCIfRYOLPhAME8OI7gI-ndxDO5YM_HZIGQLG6fv-IFVamqKt6g-MyedEbZIsOVK_JLttqk9kOHM_JQRcWfd1RKlwX3B6inFtEXC9BwmoHrRg1K5Om1DCvZa5MtsKxY6wgjAHSlDmICOAoISAQTYwjPEEEF_qnk99SWydwoWT7CfUBufVlQNgIgI98CqEMoqmYeB5I7xNwhWMclLnFM1vguFHDLqq5d_HimNkTjorykDc5zf5oNgA8xCpL8u7J5F3oOi5nPeI6hAvXa_o2-Ox5v1eySacsavtW4-U_x1PlUc69M9qm8jRPN7u1vLl5B470wak!/dz/d5/L2dBISEvZ0FBIS9nQSEh/,
demography,city,Budapest,2016,15–64_perc,Population aged 15–64 (% of Population),66.92,percent,%,Hungarian Central Statistical Office,https://www.ksh.hu/docs/hun/xstadat/xstadat_eves/i_wdsd003b.html?down=935,
demography,city,Katowice,2016,15–64_perc,Population aged 15–64 (% of Population),67.24,percent,%,Statistical Office in Katowice,"http://katowice.stat.gov.pl/publikacje-i-foldery/roczniki-statystyczne/wojewodztwo-slaskie-2017-podregiony-powiaty-gminy,5,16.html",
demography,city,Prague,2016,15–64_perc,Population aged 15–64 (% of Population),66.55,percent,%,Statistical Yearbook of Prague 2013,https://www.czso.cz/csu/czso/statistical-yearbook-of-prague-2017,
demography,city,Warsaw,2016,15–64_perc,Population aged 15–64 (% of Population),65.43,percent,%,Statistical Yearbook of Warsaw 2017,http://warszawa.stat.gov.pl/en/information-about-voivodship/capital-of-voivodship/,
demography,city,Belgrade,2016,65+_perc,Population aged 65+ (% of Population),18.28,percent,%,Municipalities and regions in the Republic of Serbia 2017,http://pod2.stat.gov.rs/ObjavljenePublikacije/G2017/pdfE/G20172023.pdf,
demography,city,Berlin,2016,65+_perc,Population aged 65+ (% of Population),19.06,percent,%,Berlin Statistisches Jahrbuch 2017,https://www.statistik-berlin-brandenburg.de/produkte/Jahrbuch/jb2017/JB_2017_BE.pdf,
demography,city,Bratislava,2016,65+_perc,Population aged 65+ (% of Population),13.97,percent,%,Regional Statistical Yearbook of Slovakia 2017,https://slovak.statistics.sk/wps/portal/!ut/p/z1/rVHLbsIwEPyWHjgabxIb20dTqiQUofJIIb5UjnEghTygKZS_b1L10IdAqtQ97a5mRzM7WOElVoU-ZmtdZ2Whd80cq97ThIW833ckAKMDCIfRYOLPhAME8OI7gI-ndxDO5YM_HZIGQLG6fv-IFVamqKt6g-MyedEbZIsOVK_JLttqk9kOHM_JQRcWfd1RKlwX3B6inFtEXC9BwmoHrRg1K5Om1DCvZa5MtsKxY6wgjAHSlDmICOAoISAQTYwjPEEEF_qnk99SWydwoWT7CfUBufVlQNgIgI98CqEMoqmYeB5I7xNwhWMclLnFM1vguFHDLqq5d_HimNkTjorykDc5zf5oNgA8xCpL8u7J5F3oOi5nPeI6hAvXa_o2-Ox5v1eySacsavtW4-U_x1PlUc69M9qm8jRPN7u1vLl5B470wak!/dz/d5/L2dBISEvZ0FBIS9nQSEh/,
demography,city,Budapest,2016,65+_perc,Population aged 65+ (% of Population),19.59,percent,%,Hungarian Central Statistical Office,https://www.ksh.hu/docs/hun/xstadat/xstadat_eves/i_wdsd003b.html?down=935,
demography,city,Katowice,2016,65+_perc,Population aged 65+ (% of Population),20.39,percent,%,Statistical Office in Katowice,"http://katowice.stat.gov.pl/publikacje-i-foldery/roczniki-statystyczne/wojewodztwo-slaskie-2017-podregiony-powiaty-gminy,5,16.html",
demography,city,Prague,2016,65+_perc,Population aged 65+ (% of Population),18.75,percent,%,Statistical Yearbook of Prague 2013,https://www.czso.cz/csu/czso/statistical-yearbook-of-prague-2017,
demography,city,Warsaw,2016,65+_perc,Population aged 65+ (% of Population),19.47,percent,%,Statistical Yearbook of Warsaw 2017,http://warszawa.stat.gov.pl/en/information-about-voivodship/capital-of-voivodship/,
demography,metropolitan region,Belgrade,2016,proj_15–64_metro,Population projection – Population aged 15–64,1139765,number,No.,Municipalities and regions in the Republic of Serbia 2017,http://pod2.stat.gov.rs/ObjavljenePublikacije/G2017/pdfE/G20172023.pdf,
demography,metropolitan region,Belgrade,2020,proj_15–64_metro,Population projection – Population aged 15–64,1124376,number,No.,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2021)
demography,metropolitan region,Belgrade,2030,proj_15–64_metro,Population projection – Population aged 15–64,1185749,number,No.,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2031)
demography,metropolitan region,Belgrade,2040,proj_15–64_metro,Population projection – Population aged 15–64,1261131,number,No.,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2041)
demography,metropolitan region,Berlin,2016,proj_15–64_metro,Population projection – Population aged 15–64,3459262,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Berlin,2020,proj_15–64_metro,Population projection – Population aged 15–64,3474306,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Berlin,2030,proj_15–64_metro,Population projection – Population aged 15–64,3440857,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Berlin,2040,proj_15–64_metro,Population projection – Population aged 15–64,3489203,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Berlin,2050,proj_15–64_metro,Population projection – Population aged 15–64,3501004,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2016,proj_15–64_metro,Population projection – Population aged 15–64,430357,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2020,proj_15–64_metro,Population projection – Population aged 15–64,419174,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2030,proj_15–64_metro,Population projection – Population aged 15–64,424828,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2040,proj_15–64_metro,Population projection – Population aged 15–64,425928,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2050,proj_15–64_metro,Population projection – Population aged 15–64,383790,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2016,proj_15–64_metro,Population projection – Population aged 15–64,2028729,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2020,proj_15–64_metro,Population projection – Population aged 15–64,2048269,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2030,proj_15–64_metro,Population projection – Population aged 15–64,2238066,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2040,proj_15–64_metro,Population projection – Population aged 15–64,2351994,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2050,proj_15–64_metro,Population projection – Population aged 15–64,2397562,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2016,proj_15–64_metro,Population projection – Population aged 15–64,1911019,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2020,proj_15–64_metro,Population projection – Population aged 15–64,1793120,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2030,proj_15–64_metro,Population projection – Population aged 15–64,1583607,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2040,proj_15–64_metro,Population projection – Population aged 15–64,1440662,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2050,proj_15–64_metro,Population projection – Population aged 15–64,1201317,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2016,proj_15–64_metro,Population projection – Population aged 15–64,1732477,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2020,proj_15–64_metro,Population projection – Population aged 15–64,1751534,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2030,proj_15–64_metro,Population projection – Population aged 15–64,1940546,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2040,proj_15–64_metro,Population projection – Population aged 15–64,2078664,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2050,proj_15–64_metro,Population projection – Population aged 15–64,2118036,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Warsaw,2016,proj_15–64_metro,Population projection – Population aged 15–64,2259438,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Warsaw,2020,proj_15–64_metro,Population projection – Population aged 15–64,2214303,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Warsaw,2030,proj_15–64_metro,Population projection – Population aged 15–64,2244041,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Warsaw,2040,proj_15–64_metro,Population projection – Population aged 15–64,2231635,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Warsaw,2050,proj_15–64_metro,Population projection – Population aged 15–64,2023512,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Belgrade,2016,proj_65+_metro,Population projection – Population aged 65+,307808,number,No.,Municipalities and regions in the Republic of Serbia 2017,http://pod2.stat.gov.rs/ObjavljenePublikacije/G2017/pdfE/G20172023.pdf,
demography,metropolitan region,Belgrade,2020,proj_65+_metro,Population projection – Population aged 65+,349124,number,No.,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2021)
demography,metropolitan region,Belgrade,2030,proj_65+_metro,Population projection – Population aged 65+,378849,number,No.,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2031)
demography,metropolitan region,Belgrade,2040,proj_65+_metro,Population projection – Population aged 65+,407248,number,No.,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2041)
demography,metropolitan region,Berlin,2016,proj_65+_metro,Population projection – Population aged 65+,1060393,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Berlin,2020,proj_65+_metro,Population projection – Population aged 65+,1133158,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Berlin,2030,proj_65+_metro,Population projection – Population aged 65+,1377425,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Berlin,2040,proj_65+_metro,Population projection – Population aged 65+,1510399,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Berlin,2050,proj_65+_metro,Population projection – Population aged 65+,1590316,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2016,proj_65+_metro,Population projection – Population aged 65+,97611,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2020,proj_65+_metro,Population projection – Population aged 65+,114344,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2030,proj_65+_metro,Population projection – Population aged 65+,137688,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2040,proj_65+_metro,Population projection – Population aged 65+,149302,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2050,proj_65+_metro,Population projection – Population aged 65+,188731,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2016,proj_65+_metro,Population projection – Population aged 65+,544411,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2020,proj_65+_metro,Population projection – Population aged 65+,596981,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2030,proj_65+_metro,Population projection – Population aged 65+,617941,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2040,proj_65+_metro,Population projection – Population aged 65+,713157,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2050,proj_65+_metro,Population projection – Population aged 65+,877912,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2016,proj_65+_metro,Population projection – Population aged 65+,465826,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2020,proj_65+_metro,Population projection – Population aged 65+,530914,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2030,proj_65+_metro,Population projection – Population aged 65+,640437,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2040,proj_65+_metro,Population projection – Population aged 65+,650115,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2050,proj_65+_metro,Population projection – Population aged 65+,711619,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2016,proj_65+_metro,Population projection – Population aged 65+,459567,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2020,proj_65+_metro,Population projection – Population aged 65+,504180,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2030,proj_65+_metro,Population projection – Population aged 65+,559270,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2040,proj_65+_metro,Population projection – Population aged 65+,652109,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2050,proj_65+_metro,Population projection – Population aged 65+,819976,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Warsaw,2016,proj_65+_metro,Population projection – Population aged 65+,563137,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Warsaw,2020,proj_65+_metro,Population projection – Population aged 65+,638395,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Warsaw,2030,proj_65+_metro,Population projection – Population aged 65+,741888,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Warsaw,2040,proj_65+_metro,Population projection – Population aged 65+,806016,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Warsaw,2050,proj_65+_metro,Population projection – Population aged 65+,998874,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Belgrade,2016,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.7,ratio,ratio,Municipalities and regions in the Republic of Serbia 2017,http://pod2.stat.gov.rs/ObjavljenePublikacije/G2017/pdfE/G20172023.pdf,
demography,metropolitan region,Belgrade,2020,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.22,ratio,ratio,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2021)
demography,metropolitan region,Belgrade,2030,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.13,ratio,ratio,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2031)
demography,metropolitan region,Belgrade,2040,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.1,ratio,ratio,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2041)
demography,metropolitan region,Berlin,2016,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.26,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Berlin,2020,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.07,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Berlin,2030,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),2.5,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Berlin,2040,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),2.31,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Berlin,2050,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),2.2,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2016,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),4.41,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2020,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.67,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2030,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.09,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2040,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),2.85,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2050,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),2.03,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2016,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.73,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2020,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.43,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2030,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.62,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2040,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.3,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2050,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),2.73,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2016,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),4.1,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2020,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.38,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2030,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),2.47,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2040,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),2.22,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2050,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),1.69,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2016,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.77,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2020,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.47,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2030,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.47,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2040,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),3.19,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2050,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),2.58,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Warsaw,2016,old_age_ratio_pers,Number of working age people (15–64) per one post-working age person (65+),4.01,ratio,ratio,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
